ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Restock_Frequency_Index,Shipment_Frequency_Index
8118,F,Ship,3,2,142,3,medium,F,10,2424,1,0.30000000000000004,0.5
8119,D,Ship,4,2,163,2,medium,F,10,1498,1,0.12000000000000002,0.4
8120,F,Ship,4,2,261,4,medium,F,10,4632,0,0.6000000000000001,0.4
8121,A,Ship,3,2,151,3,medium,M,5,4062,1,0.6000000000000001,0.5
8122,B,Ship,4,1,197,2,medium,M,3,4715,1,1.0,0.4
8123,C,Ship,6,1,155,2,medium,F,1,4182,1,1.2000000000000002,0.2857142857142857
8124,F,Ship,3,2,152,4,medium,M,2,4809,1,0.6000000000000001,0.5
8125,D,Ship,4,2,275,6,low,M,3,4466,0,1.0,0.4
8126,F,Ship,3,1,102,4,medium,F,4,5936,1,0.75,0.5
8127,A,Ship,4,3,285,2,low,M,4,4401,0,0.75,0.4
8128,B,Ship,4,1,248,2,medium,M,10,4366,1,0.30000000000000004,0.4
8129,C,Ship,3,1,274,3,low,F,7,5036,1,0.4285714285714284,0.5
8130,F,Ship,4,2,104,4,low,M,6,4323,1,0.2499999999999999,0.4
8131,D,Ship,5,3,176,3,medium,M,10,5243,0,0.30000000000000004,0.3333333333333333
8132,F,Ship,5,2,237,3,medium,F,1,1735,0,3.0,0.3333333333333333
8133,A,Ship,4,2,247,2,medium,M,9,5095,0,0.3333333333333333,0.4
8134,B,Ship,5,2,212,5,low,F,6,4463,0,0.4999999999999998,0.3333333333333333
8135,C,Ship,4,2,226,2,low,M,1,4571,0,1.5,0.4
8136,F,Ship,6,2,213,2,medium,F,7,5415,0,0.42857142857142855,0.2857142857142857
8137,D,Ship,4,1,177,3,low,M,1,5282,1,0.6000000000000001,0.4
8138,F,Ship,4,1,235,4,medium,M,6,1145,1,0.5,0.4
8139,A,Ship,3,1,263,3,medium,F,2,5741,1,3.0,0.5
8140,B,Ship,3,2,181,3,low,F,10,5337,0,0.15000000000000002,0.5
8141,C,Ship,3,3,178,2,medium,F,2,4122,0,1.5,0.5
8142,F,Ship,3,1,243,3,medium,F,4,4130,1,0.75,0.5
8143,D,Ship,3,1,230,3,medium,F,2,4742,1,1.5,0.5
8144,F,Ship,4,2,106,2,medium,F,6,5867,0,0.5,0.4
8145,A,Ship,4,3,266,3,medium,F,2,1770,0,3.0,0.4
8146,B,Ship,5,2,284,4,low,M,1,4171,1,3.0,0.3333333333333333
8147,C,Ship,2,2,233,3,low,M,9,4751,1,0.16666666666666666,0.6666666666666666
8148,F,Ship,3,1,200,3,high,F,2,1674,1,2.25,0.5
8149,D,Ship,3,1,176,2,medium,F,1,1819,0,3.0,0.5
8150,F,Ship,5,1,279,5,medium,M,4,4179,1,1.5,0.3333333333333333
8151,A,Ship,3,3,164,3,high,M,9,1583,0,0.5,0.5
8152,B,Ship,4,1,163,3,low,F,10,1831,1,0.15000000000000002,0.4
8153,C,Ship,4,2,254,3,medium,F,3,1817,0,1.0,0.4
8154,F,Ship,5,2,234,3,low,F,2,4269,0,0.75,0.3333333333333333
8155,D,Ship,4,3,191,3,low,F,8,4021,1,0.1875,0.4
8156,F,Ship,3,2,224,3,medium,F,5,4214,1,0.6000000000000001,0.5
8157,A,Ship,3,2,250,2,low,F,5,4232,0,0.30000000000000004,0.5
8158,B,Ship,4,2,101,6,medium,M,8,4146,1,0.15000000000000002,0.4
8159,C,Ship,3,2,227,3,medium,M,6,5058,0,0.5,0.5
8160,F,Ship,3,1,173,2,medium,F,4,5521,0,0.75,0.5
8161,D,Ship,4,2,209,5,medium,M,6,4384,0,0.5,0.4
8162,F,Ship,3,2,241,3,low,F,4,4132,0,0.75,0.5
8163,A,Ship,5,2,257,3,medium,F,9,5972,0,0.6666666666666666,0.3333333333333333
8164,B,Ship,5,1,146,3,high,F,3,4908,1,0.6000000000000001,0.3333333333333333
8165,C,Ship,2,1,129,5,medium,M,3,1880,1,1.0,0.6666666666666666
8166,F,Ship,3,1,285,3,low,M,9,4768,1,0.16666666666666666,0.5
8167,D,Ship,3,2,133,3,low,F,5,5531,1,0.30000000000000004,0.5
8168,F,Ship,4,3,185,3,low,M,1,4786,0,1.5,0.4
8169,A,Ship,5,1,193,4,medium,M,8,5714,0,0.75,0.3333333333333333
8170,B,Ship,5,1,228,6,medium,M,5,4974,1,1.2000000000000002,0.3333333333333333
8171,C,Ship,3,2,179,2,low,M,5,5058,1,0.12000000000000002,0.5
8172,F,Ship,4,2,224,3,low,F,9,4896,0,0.16666666666666666,0.4
8173,D,Ship,3,2,279,6,medium,M,1,5855,0,3.0,0.5
8174,F,Ship,4,2,181,3,medium,M,4,4562,0,0.75,0.4
8175,A,Ship,5,2,198,2,medium,M,9,4526,0,0.6666666666666666,0.3333333333333333
8176,B,Ship,3,2,193,3,medium,F,4,5817,0,0.75,0.5
8177,C,Ship,5,1,184,3,low,F,1,4208,1,1.5,0.3333333333333333
8178,F,Ship,5,2,139,3,low,M,9,5920,0,0.16666666666666666,0.3333333333333333
8179,D,Ship,5,1,210,3,low,M,5,4560,1,0.6000000000000001,0.3333333333333333
8180,F,Ship,4,1,225,2,low,M,2,4520,1,0.75,0.4
8181,A,Ship,3,3,189,2,low,F,5,4738,0,0.30000000000000004,0.5
8182,B,Ship,4,2,164,4,low,F,4,5736,1,0.15000000000000002,0.4
8183,C,Ship,3,2,196,3,low,M,1,5258,1,1.5,0.5
8184,F,Ship,5,2,246,2,medium,F,1,4533,0,3.0,0.3333333333333333
8185,D,Ship,4,1,188,4,low,F,10,5002,1,0.15000000000000002,0.4
8186,F,Ship,3,1,250,2,medium,F,4,4380,0,0.75,0.5
8187,A,Ship,4,1,156,4,medium,F,2,1265,1,0.6000000000000001,0.4
8188,B,Ship,3,2,218,4,low,M,6,5480,1,0.4999999999999998,0.5
8189,C,Ship,5,2,172,2,low,M,5,1779,0,0.30000000000000004,0.3333333333333333
8190,F,Ship,3,2,259,2,low,F,3,4380,0,1.0,0.5
8191,D,Ship,3,2,231,3,medium,F,9,4623,1,0.3333333333333333,0.5
8192,F,Ship,5,2,224,3,high,M,4,4271,0,1.125,0.3333333333333333
8193,A,Ship,4,3,201,3,low,M,7,4048,0,0.4285714285714284,0.4
8194,B,Road,4,3,189,2,medium,M,5,1499,0,0.6000000000000001,0.6
8195,C,Road,5,3,265,3,medium,M,10,4565,0,0.6000000000000001,0.5
8196,F,Road,3,2,147,3,medium,M,5,5357,1,0.6000000000000001,0.75
8197,D,Road,4,3,195,3,low,F,6,5783,0,0.2499999999999999,0.6
8198,F,Road,4,2,216,3,medium,F,7,2589,0,0.42857142857142855,0.6
8199,A,Road,4,3,148,2,low,M,5,4031,0,0.30000000000000004,0.6
8200,B,Road,5,2,180,4,medium,F,7,4402,1,0.17142857142857143,0.5
8201,C,Road,3,1,169,3,low,F,7,5976,0,0.2142857142857142,0.75
8202,F,Road,3,2,200,3,low,F,7,5400,0,0.4285714285714284,0.75
8203,D,Road,3,2,255,2,low,F,10,5632,0,0.30000000000000004,0.75
8204,F,Road,4,2,238,2,low,F,1,4051,0,1.5,0.6
8205,A,Road,3,2,163,3,medium,M,5,4026,1,0.6000000000000001,0.75
8206,B,Road,4,2,177,3,medium,M,7,4031,1,0.42857142857142855,0.6
8207,C,Road,4,2,206,3,medium,M,5,5170,1,0.6000000000000001,0.6
8208,F,Road,3,2,175,3,low,F,2,5272,1,0.30000000000000004,0.75
8209,D,Road,5,1,247,2,medium,M,5,4250,0,0.6000000000000001,0.5
8210,F,Road,4,2,152,4,medium,F,4,4881,0,0.75,0.6
8211,A,Road,4,2,162,3,low,F,8,5394,0,0.1875,0.6
8212,B,Road,3,2,206,3,medium,F,5,5915,0,1.2000000000000002,0.75
8213,C,Road,3,2,186,4,low,F,6,5540,0,0.4999999999999998,0.75
8214,F,Road,4,2,179,3,low,F,4,4487,0,0.375,0.6
8215,D,Road,3,3,172,3,medium,F,7,4929,0,0.42857142857142855,0.75
8216,F,Flight,3,3,158,2,medium,M,7,4865,1,0.17142857142857143,0.25
8217,A,Flight,6,2,143,5,high,M,9,4060,0,0.5,0.1428571428571428
8218,B,Flight,5,2,171,3,medium,F,7,4994,0,0.42857142857142855,0.1666666666666666
8219,C,Flight,4,2,175,3,high,M,4,1428,0,1.125,0.2
8220,F,Flight,4,2,173,3,medium,F,8,4040,1,0.15000000000000002,0.2
8221,D,Flight,4,2,268,3,medium,M,10,4531,0,0.6000000000000001,0.2
8222,F,Flight,4,3,232,3,low,F,8,2955,0,0.375,0.2
8223,A,Flight,4,5,203,4,medium,F,9,4217,0,0.6666666666666666,0.2
8224,B,Flight,3,1,140,3,low,M,3,5300,0,0.5,0.25
8225,C,Flight,3,1,138,3,medium,F,10,4327,1,0.30000000000000004,0.25
8226,F,Flight,5,1,262,3,medium,M,9,1234,0,0.3333333333333333,0.1666666666666666
8227,D,Flight,4,1,245,3,low,F,9,4024,1,0.3333333333333333,0.2
8228,F,Flight,3,1,224,3,low,F,10,4806,1,0.15000000000000002,0.25
8229,A,Flight,3,2,186,2,low,F,4,4585,0,0.75,0.25
8230,B,Flight,4,2,282,4,medium,M,5,5422,1,0.6000000000000001,0.2
8231,C,Flight,5,1,266,3,low,M,8,4786,1,0.375,0.1666666666666666
8232,F,Flight,4,2,256,4,low,F,7,5359,0,0.2142857142857142,0.2
8233,D,Flight,3,2,155,3,medium,F,7,5464,0,0.42857142857142855,0.25
8234,F,Flight,2,2,142,3,high,M,2,1783,0,2.25,0.3333333333333333
8235,A,Flight,6,1,229,8,medium,M,6,4600,0,0.5,0.1428571428571428
8236,B,Flight,4,2,211,8,medium,F,6,5946,0,1.0,0.2
8237,C,Flight,5,2,264,6,high,F,4,5337,0,1.125,0.1666666666666666
8238,F,Ship,6,2,217,4,medium,M,3,5571,0,1.0,0.2857142857142857
8239,D,Ship,5,3,145,3,low,M,3,4077,1,0.5,0.3333333333333333
8240,F,Ship,3,2,185,4,low,M,6,5854,0,0.2499999999999999,0.5
8241,A,Ship,4,1,221,10,high,M,6,1038,1,0.75,0.4
8242,B,Ship,4,2,208,3,low,F,8,4632,0,0.1875,0.4
8243,C,Ship,4,2,260,2,medium,M,2,4197,0,1.5,0.4
8244,F,Ship,4,1,177,7,low,F,3,5646,1,0.5,0.4
8245,D,Ship,4,1,144,4,low,F,10,1021,0,0.15000000000000002,0.4
8246,F,Ship,3,3,174,2,low,F,4,5692,0,0.375,0.5
8247,A,Ship,3,2,215,4,high,M,1,4158,0,9.0,0.5
8248,B,Ship,4,1,270,10,medium,M,9,5675,1,0.3333333333333333,0.4
8249,C,Ship,3,3,209,2,high,M,10,4540,0,0.44999999999999996,0.5
8250,F,Ship,5,2,103,5,low,F,10,5413,1,0.15000000000000002,0.3333333333333333
8251,D,Ship,5,2,184,3,low,F,10,1099,1,0.30000000000000004,0.3333333333333333
8252,F,Ship,5,2,226,2,high,F,6,5726,0,0.75,0.3333333333333333
8253,A,Ship,5,2,158,3,low,M,4,4324,0,0.375,0.3333333333333333
8254,B,Ship,3,2,274,2,high,M,2,5907,0,4.5,0.5
8255,C,Ship,3,3,245,3,medium,F,7,5429,0,0.42857142857142855,0.5
8256,F,Ship,5,2,254,6,low,M,8,1932,0,0.1875,0.3333333333333333
8257,D,Ship,5,1,252,5,low,M,2,1503,1,1.5,0.3333333333333333
8258,F,Ship,6,2,254,4,low,M,2,1668,0,0.75,0.2857142857142857
8259,A,Ship,4,3,263,5,low,F,10,1762,0,0.30000000000000004,0.4
8260,B,Ship,5,2,256,5,low,F,5,4691,0,0.30000000000000004,0.3333333333333333
8261,C,Ship,6,2,264,4,medium,F,9,1922,1,0.6666666666666666,0.2857142857142857
8262,F,Ship,4,2,237,5,low,M,6,1549,1,0.2499999999999999,0.4
8263,D,Ship,4,4,226,5,medium,F,2,1912,0,1.5,0.4
8264,F,Ship,7,2,289,4,low,F,4,5182,1,0.375,0.25
8265,A,Ship,7,2,281,4,low,F,9,1974,0,0.3333333333333333,0.25
8266,B,Ship,5,1,258,5,low,M,6,3375,1,0.4999999999999998,0.3333333333333333
8267,C,Ship,6,1,263,4,low,M,3,1276,0,0.5,0.2857142857142857
8268,F,Ship,5,2,245,5,low,F,1,1605,0,1.5,0.3333333333333333
8269,D,Ship,7,1,296,4,medium,F,7,1427,0,0.8571428571428571,0.25
8270,F,Ship,7,1,286,4,low,M,3,1262,1,0.5,0.25
8271,A,Ship,6,2,252,2,low,M,6,1470,1,0.4999999999999998,0.2857142857142857
8272,B,Ship,6,2,301,4,low,F,4,5695,1,0.375,0.2857142857142857
8273,C,Ship,7,1,290,4,low,F,10,4577,1,0.15000000000000002,0.25
8274,F,Ship,7,1,247,4,medium,F,9,5057,1,0.6666666666666666,0.25
8275,D,Ship,3,1,138,3,medium,F,2,1011,1,0.6000000000000001,0.5
8276,F,Ship,5,2,262,3,medium,F,6,4428,0,0.5,0.3333333333333333
8277,A,Ship,4,1,245,3,low,F,5,5226,0,0.6000000000000001,0.4
8278,B,Ship,3,2,224,3,low,F,1,3340,1,1.5,0.5
8279,C,Ship,3,1,186,2,low,F,1,5054,1,1.5,0.5
8280,F,Ship,4,2,282,4,medium,M,10,5065,0,0.30000000000000004,0.4
8281,D,Ship,5,2,266,3,low,M,2,5260,1,0.75,0.3333333333333333
8282,F,Ship,4,2,256,4,low,F,8,5244,1,0.375,0.4
8283,A,Ship,3,2,155,3,medium,F,7,4476,0,0.42857142857142855,0.5
8284,B,Ship,2,2,142,3,high,M,10,5174,0,0.44999999999999996,0.6666666666666666
8285,C,Ship,6,1,229,8,medium,F,2,4271,1,1.5,0.2857142857142857
8286,F,Ship,4,1,211,8,medium,F,3,4550,0,2.0,0.4
8287,D,Ship,5,2,264,6,high,M,8,4644,1,1.125,0.3333333333333333
8288,F,Ship,6,1,217,4,medium,F,4,4247,1,0.75,0.2857142857142857
8289,A,Ship,5,2,145,3,low,M,2,1479,1,0.75,0.3333333333333333
8290,B,Ship,3,2,185,4,low,M,9,5704,0,0.3333333333333333,0.5
8291,C,Ship,4,2,221,10,high,M,9,3125,0,1.0,0.4
8292,F,Ship,4,2,208,3,low,M,8,4342,0,0.1875,0.4
8293,D,Ship,4,2,260,2,medium,M,6,4474,0,0.5,0.4
8294,F,Ship,4,3,177,7,low,F,2,4299,0,0.75,0.4
8295,A,Ship,4,2,144,4,low,M,8,4970,0,0.1875,0.4
8296,B,Ship,3,2,174,2,low,F,1,4619,0,1.5,0.5
8297,C,Ship,3,1,215,4,high,M,2,4673,1,2.25,0.5
8298,F,Ship,4,2,270,10,medium,F,5,5494,1,0.6000000000000001,0.4
8299,D,Ship,3,2,209,2,high,F,5,4363,0,0.8999999999999999,0.5
8300,F,Ship,5,2,103,5,low,M,3,4966,0,0.5,0.3333333333333333
8301,A,Ship,5,1,184,3,low,F,4,3729,0,0.375,0.3333333333333333
8302,B,Ship,5,2,226,2,high,F,2,4219,0,4.5,0.3333333333333333
8303,C,Ship,5,1,158,3,low,F,10,1073,1,0.15000000000000002,0.3333333333333333
8304,F,Ship,3,2,274,2,high,M,2,3561,0,4.5,0.5
8305,D,Ship,3,3,245,3,medium,F,7,4121,0,0.42857142857142855,0.5
8306,F,Ship,5,2,254,6,low,M,4,1850,1,0.375,0.3333333333333333
8307,A,Ship,5,2,252,5,low,M,9,1133,1,0.16666666666666666,0.3333333333333333
8308,B,Ship,6,2,254,4,low,F,9,5073,0,0.16666666666666666,0.2857142857142857
8309,C,Ship,4,2,263,5,low,M,3,1777,0,0.5,0.4
8310,F,Ship,5,2,256,5,low,F,10,1333,1,0.30000000000000004,0.3333333333333333
8311,D,Ship,6,2,264,4,medium,M,5,4839,0,0.6000000000000001,0.2857142857142857
8312,F,Ship,4,3,237,5,low,F,5,1041,0,0.6000000000000001,0.4
8313,A,Ship,4,2,226,5,medium,M,6,1723,0,0.5,0.4
8314,B,Ship,7,2,289,4,low,M,1,1657,0,1.5,0.25
8315,C,Ship,7,2,281,4,low,F,6,1118,1,0.4999999999999998,0.25
8316,F,Ship,5,2,258,5,low,F,10,2526,1,0.30000000000000004,0.3333333333333333
8317,D,Ship,6,2,263,4,low,M,10,4875,0,0.30000000000000004,0.2857142857142857
8318,F,Ship,5,1,245,5,low,F,10,4953,0,0.30000000000000004,0.3333333333333333
8319,A,Ship,7,3,296,4,medium,F,2,1304,1,3.0,0.25
8320,B,Ship,7,2,286,4,low,M,2,1712,1,0.75,0.25
8321,C,Ship,6,2,299,4,low,F,1,1629,1,3.0,0.2857142857142857
8322,F,Ship,6,3,253,4,medium,M,10,1248,0,0.30000000000000004,0.2857142857142857
8323,D,Ship,7,2,269,4,medium,F,9,1835,0,0.3333333333333333,0.25
8324,F,Ship,5,2,267,5,medium,F,3,1194,1,1.0,0.3333333333333333
8325,A,Ship,5,3,226,5,medium,F,4,2542,0,0.75,0.3333333333333333
8326,B,Ship,6,2,278,4,low,M,3,5863,1,0.5,0.2857142857142857
8327,C,Ship,4,2,232,5,medium,M,2,5449,0,1.5,0.4
8328,F,Ship,6,3,287,4,low,F,5,4760,1,0.6000000000000001,0.2857142857142857
8329,D,Ship,4,2,228,5,low,M,6,1718,0,0.4999999999999998,0.4
8330,F,Ship,5,3,232,5,low,M,4,1776,0,0.75,0.3333333333333333
8331,A,Road,6,2,308,4,low,M,8,4741,1,0.375,0.4285714285714285
8332,B,Road,7,2,287,4,low,F,8,1748,0,0.1875,0.375
8333,C,Road,6,2,246,4,medium,F,8,1567,0,0.375,0.4285714285714285
8334,F,Road,4,2,262,6,low,M,1,1627,1,1.5,0.6
8335,D,Road,6,2,275,4,low,M,10,1005,0,0.15000000000000002,0.4285714285714285
8336,F,Road,5,1,236,5,medium,F,2,1664,1,1.5,0.5
8337,A,Road,5,2,221,6,medium,M,2,4263,1,3.0,0.5
8338,B,Road,5,3,271,5,low,M,4,1320,0,0.375,0.5
8339,C,Road,4,2,229,5,low,M,9,1361,0,0.3333333333333333,0.6
8340,F,Road,5,2,291,4,low,F,3,1663,1,1.0,0.5
8341,D,Road,5,2,261,6,medium,F,1,1082,0,3.0,0.5
8342,F,Road,6,2,285,4,medium,F,10,1422,0,0.30000000000000004,0.4285714285714285
8343,A,Road,6,4,262,5,low,M,9,5393,0,0.3333333333333333,0.4285714285714285
8344,B,Road,4,3,219,5,low,M,2,5363,0,0.75,0.6
8345,C,Road,6,1,302,4,low,F,1,1886,1,1.5,0.4285714285714285
8346,F,Road,4,2,269,5,medium,F,2,1473,0,3.0,0.6
8347,D,Road,5,1,260,5,low,M,10,1708,1,0.15000000000000002,0.5
8348,F,Road,7,2,297,4,low,F,7,1383,1,0.4285714285714284,0.375
8349,A,Road,6,1,278,4,medium,M,6,5270,0,0.5,0.4285714285714285
8350,B,Road,5,1,265,5,low,F,3,1005,1,0.5,0.5
8351,C,Road,6,2,286,4,low,F,5,1248,1,0.30000000000000004,0.4285714285714285
8352,F,Road,6,1,248,4,low,F,10,1915,1,0.30000000000000004,0.4285714285714285
8353,D,Flight,6,3,302,4,low,F,7,5700,0,0.2142857142857142,0.1428571428571428
8354,F,Flight,6,2,272,4,low,F,2,1018,0,0.75,0.1428571428571428
8355,A,Flight,6,2,279,4,low,F,10,1462,1,0.30000000000000004,0.1428571428571428
8356,B,Flight,4,2,255,5,medium,M,2,1336,0,1.5,0.2
8357,C,Flight,5,1,245,5,medium,F,4,1439,1,0.75,0.1666666666666666
8358,F,Flight,4,3,247,5,medium,M,6,1737,0,0.5,0.2
8359,D,Flight,6,2,275,4,medium,F,5,1989,0,1.2000000000000002,0.1428571428571428
8360,F,Flight,6,2,255,4,medium,F,8,1805,0,0.375,0.1428571428571428
8361,A,Flight,6,1,243,4,high,M,2,1665,1,2.25,0.1428571428571428
8362,B,Flight,4,3,234,6,low,M,7,1711,0,0.2142857142857142,0.2
8363,C,Flight,5,3,276,6,medium,F,6,1043,0,0.5,0.1666666666666666
8364,F,Flight,5,1,228,5,low,F,7,1818,0,0.2142857142857142,0.1666666666666666
8365,D,Flight,5,1,232,6,low,M,2,1550,1,0.75,0.1666666666666666
8366,F,Flight,5,1,248,4,low,F,6,1944,1,0.2499999999999999,0.1666666666666666
8367,A,Flight,5,1,136,4,low,M,9,5469,0,0.16666666666666666,0.1666666666666666
8368,B,Flight,4,2,240,3,low,F,8,4423,0,0.1875,0.2
8369,C,Flight,4,1,147,3,medium,M,9,4534,1,0.3333333333333333,0.2
8370,F,Flight,4,2,222,2,low,F,10,3401,1,0.30000000000000004,0.2
8371,D,Flight,3,1,163,3,medium,M,5,5362,1,0.24000000000000005,0.25
8372,F,Flight,5,1,254,3,low,F,4,1248,1,0.375,0.1666666666666666
8373,A,Flight,4,2,246,3,medium,M,1,5113,0,3.0,0.2
8374,B,Flight,2,2,168,4,low,M,6,4800,0,0.2499999999999999,0.3333333333333333
8375,C,Ship,4,2,145,3,medium,M,8,1360,0,0.375,0.4
8376,F,Ship,5,1,224,2,medium,M,8,4774,1,0.75,0.3333333333333333
8377,D,Ship,4,2,248,4,low,F,2,1920,0,0.75,0.4
8378,F,Ship,3,2,212,2,low,M,2,5506,0,1.5,0.5
8379,A,Ship,5,2,268,3,low,F,8,5480,0,0.1875,0.3333333333333333
8380,B,Ship,4,1,200,3,medium,F,5,4120,1,1.2000000000000002,0.4
8381,C,Ship,5,2,246,3,low,F,9,5795,0,0.3333333333333333,0.3333333333333333
8382,F,Ship,4,2,142,3,medium,M,1,4635,0,3.0,0.4
8383,D,Ship,4,1,173,4,low,M,9,4831,0,0.16666666666666666,0.4
8384,F,Ship,5,2,156,4,medium,F,8,5868,1,0.15000000000000002,0.3333333333333333
8385,A,Ship,3,2,223,2,low,M,8,5719,1,0.375,0.5
8386,B,Ship,4,1,231,3,low,F,4,2996,1,0.75,0.4
8387,C,Ship,2,1,264,3,low,F,1,5437,1,3.0,0.6666666666666666
8388,F,Ship,4,1,175,5,low,M,10,4498,1,0.15000000000000002,0.4
8389,D,Ship,2,2,149,5,medium,F,7,5541,1,0.17142857142857143,0.6666666666666666
8390,F,Ship,3,3,226,2,low,M,7,4703,0,0.2142857142857142,0.5
8391,A,Ship,3,2,133,3,medium,F,5,4538,0,0.6000000000000001,0.5
8392,B,Ship,5,2,190,2,low,M,1,4170,0,3.0,0.3333333333333333
8393,C,Ship,3,2,238,2,high,M,5,4052,0,0.8999999999999999,0.5
8394,F,Ship,6,1,152,3,low,M,10,1174,1,0.06000000000000001,0.2857142857142857
8395,D,Ship,3,1,249,3,high,F,10,5629,1,0.44999999999999996,0.5
8396,F,Ship,4,2,181,2,low,F,4,4200,1,0.375,0.4
8397,A,Ship,3,2,239,2,medium,F,2,4328,0,1.5,0.5
8398,B,Ship,3,1,167,3,medium,M,10,4341,1,0.30000000000000004,0.5
8399,C,Ship,3,1,246,3,medium,M,1,5724,1,6.0,0.5
8400,F,Ship,5,1,139,3,medium,F,1,4265,1,3.0,0.3333333333333333
8401,D,Ship,5,2,150,4,low,F,1,2460,0,1.5,0.3333333333333333
8402,F,Ship,3,2,151,3,medium,F,1,1562,0,3.0,0.5
8403,A,Ship,4,3,186,3,low,F,6,4758,0,0.2499999999999999,0.4
8404,B,Ship,3,2,250,3,low,M,6,5565,0,0.2499999999999999,0.5
8405,C,Ship,4,1,162,3,medium,M,6,4343,1,0.5,0.4
8406,F,Ship,5,2,135,3,medium,F,5,4247,0,0.6000000000000001,0.3333333333333333
8407,D,Ship,3,2,238,2,medium,M,5,5407,1,1.2000000000000002,0.5
8408,F,Ship,6,3,167,2,low,M,10,4013,1,0.06000000000000001,0.2857142857142857
8409,A,Ship,4,2,269,5,medium,M,3,4534,1,2.0,0.4
8410,B,Ship,4,1,187,2,medium,M,7,3561,1,0.42857142857142855,0.4
8411,C,Ship,3,1,241,2,high,M,2,5035,1,2.25,0.5
8412,F,Ship,3,2,168,3,medium,M,10,4979,1,0.30000000000000004,0.5
8413,D,Ship,4,1,273,2,low,M,1,3709,1,3.0,0.4
8414,F,Ship,4,2,257,3,low,M,8,4447,1,0.1875,0.4
8415,A,Ship,5,1,205,2,low,F,3,5682,1,1.0,0.3333333333333333
8416,B,Ship,4,3,260,5,low,M,1,5559,1,1.5,0.4
8417,C,Ship,2,2,207,3,medium,F,10,5394,0,0.30000000000000004,0.6666666666666666
8418,F,Ship,3,2,202,2,medium,M,7,4598,0,0.8571428571428571,0.5
8419,D,Ship,5,1,224,3,low,M,7,5870,1,0.2142857142857142,0.3333333333333333
8420,F,Ship,5,3,193,2,low,M,8,4357,0,0.375,0.3333333333333333
8421,A,Ship,5,1,199,3,low,F,3,4885,1,0.5,0.3333333333333333
8422,B,Ship,4,1,187,4,low,M,9,5603,1,0.16666666666666666,0.4
8423,C,Ship,5,2,208,3,low,M,6,4744,1,0.4999999999999998,0.3333333333333333
8424,F,Ship,3,5,228,2,medium,F,3,5208,0,1.0,0.5
8425,D,Ship,3,2,160,4,medium,F,7,5147,0,0.42857142857142855,0.5
8426,F,Ship,3,1,195,3,medium,F,3,5961,0,1.0,0.5
8427,A,Ship,3,2,240,2,medium,F,2,5661,0,3.0,0.5
8428,B,Ship,2,2,271,4,medium,M,9,4066,0,0.3333333333333333,0.6666666666666666
8429,C,Ship,4,2,236,3,low,F,8,4114,0,0.375,0.4
8430,F,Ship,3,3,199,4,medium,F,1,5660,0,3.0,0.5
8431,D,Ship,3,4,246,2,low,F,9,4947,0,0.16666666666666666,0.5
8432,F,Ship,3,2,250,4,low,F,8,4028,1,0.1875,0.5
8433,A,Ship,4,1,188,2,low,M,10,1298,1,0.15000000000000002,0.4
8434,B,Ship,3,2,256,3,low,M,1,4932,0,3.0,0.5
8435,C,Ship,3,2,147,3,medium,M,8,4143,1,0.375,0.5
8436,F,Ship,3,2,234,3,low,F,6,5652,0,0.2499999999999999,0.5
8437,D,Ship,3,2,247,4,low,F,8,5902,1,0.1875,0.5
8438,F,Ship,5,1,267,4,low,M,5,5285,0,0.6000000000000001,0.3333333333333333
8439,A,Ship,6,1,246,5,high,F,3,4660,1,3.0,0.2857142857142857
8440,B,Ship,4,2,284,4,low,F,4,4795,1,0.75,0.4
8441,C,Ship,3,1,142,6,medium,F,2,5748,1,1.5,0.5
8442,F,Ship,3,2,132,2,medium,M,2,4129,0,1.5,0.5
8443,D,Ship,3,1,252,2,high,M,4,4098,1,1.125,0.5
8444,F,Ship,4,2,243,3,high,F,5,5989,0,1.7999999999999998,0.4
8445,A,Ship,6,2,281,3,low,F,7,5180,0,0.4285714285714284,0.2857142857142857
8446,B,Ship,3,3,142,2,low,M,6,5974,1,0.2499999999999999,0.5
8447,C,Ship,3,2,209,2,low,F,2,4855,0,0.75,0.5
8448,F,Ship,3,1,157,4,medium,F,7,4487,1,0.17142857142857143,0.5
8449,D,Ship,5,2,267,3,low,M,7,5789,1,0.4285714285714284,0.3333333333333333
8450,F,Ship,5,2,177,5,low,F,1,4379,1,0.6000000000000001,0.3333333333333333
8451,A,Ship,4,3,214,2,medium,F,6,4345,0,0.5,0.4
8452,B,Ship,4,2,247,3,low,F,4,2180,1,0.375,0.4
8453,C,Ship,3,2,268,4,low,M,10,1524,1,0.30000000000000004,0.5
8454,F,Ship,5,2,242,3,medium,F,6,5013,1,0.5,0.3333333333333333
8455,D,Ship,2,2,176,3,low,M,1,4509,0,1.5,0.6666666666666666
8456,F,Ship,5,3,231,3,medium,F,10,5795,0,0.30000000000000004,0.3333333333333333
8457,A,Ship,3,2,124,2,medium,M,1,5709,1,3.0,0.5
8458,B,Ship,3,1,179,3,low,M,4,4102,1,0.375,0.5
8459,C,Ship,4,2,207,3,low,F,7,4220,1,0.4285714285714284,0.4
